url_path,views_total,views_unique
/yinlinchen/amplify-preview-actions,44,14
/yinlinchen/amplify-preview-actions/blob/master/examples.md,12,5
/yinlinchen/amplify-preview-actions/issues,9,5
/yinlinchen/amplify-preview-actions/tree/master/.github,9,4
/yinlinchen/amplify-preview-actions/blob/master/entrypoint.sh,7,4
/yinlinchen/amplify-preview-actions/blob/master/.github/workflows/close_inactivate_issues.yml,7,2
/yinlinchen/amplify-preview-actions/tree/master/.github/workflows,6,3
/yinlinchen/amplify-preview-actions/blob/master/action.yml,5,4
/yinlinchen/amplify-preview-actions/actions/runs/4356374877/jobs/7614296987,5,1
/yinlinchen/amplify-preview-actions/issues/13,4,3
