time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-08 00:00:00+00:00,10,5,0,0
2026-04-09 00:00:00+00:00,10,5,0,0
2026-04-10 00:00:00+00:00,6,2,1,1
2026-04-11 00:00:00+00:00,35,12,1,1
2026-04-12 00:00:00+00:00,27,10,0,0
2026-04-13 00:00:00+00:00,2,2,1,1
2026-04-14 00:00:00+00:00,16,7,0,0
2026-04-15 00:00:00+00:00,21,8,0,0
2026-04-16 00:00:00+00:00,8,3,0,0
2026-04-17 00:00:00+00:00,12,6,0,0
2026-04-18 00:00:00+00:00,20,8,0,0
2026-04-19 00:00:00+00:00,21,10,0,0
2026-04-20 00:00:00+00:00,48,18,0,0
2026-04-21 00:00:00+00:00,36,18,1,1
